name,priceReg,priceSale,ratingAvg,ratingCnt,category,keywords
Boys' sport ringer tee in the softest jersey,,,,,boys,
Boys' V-neck T-shirt in slub cotton,,,,,boys,
Boys' short-sleeve pocket T-shirt in stripe,$36.50 ,$28.99 ,,,boys,"Pullover,Multi Color,Classic & Minimalist,Patch Pocket,Relaxed,Above Hip,Crew Neck,High Neck,Casual,Stripes,Short Sleeve,T-Shirt"
Kids' pocket T-shirt in camo,,,5,1,boys,
Kids' pocket T-shirt in slub cotton,,,,,boys,
"Kids' prinkshop ""human first"" T-shirt",,,,,boys,
Kids' short-sleeve active T-shirt in colorblock,,,5,1,boys,
Kids' short-sleeve pocket T-shirt,$24.50 ,$14.50 ,,,boys,"T-Shirt,Short Sleeve,Jersey,Classic & Minimalist,Marled,Soft,High Neck,Casual,Cotton,Crew Neck,Gray,Neutral,Light"
Kids' Blundstone__ boots,,,,,boys,
Rubber Duck___ kids' boots,,,,,boys,
Boys' Childrenchic__ penny loafers,,,,,boys,
Kids' Sea Star Beachwear__ Beachcomber espadrille water shoes in hot pink,,,,,boys,
Kids' sherpa critter slippers,,,,,boys,
Boys' New Balance__ 237 sneakers,$65.00 ,,,,boys,"Colorblock,Logo,Lace Up,Low Top,Flat,Casual,Bumper Toe,Boho Chic,Bright,Blue,Athleisure,Activewear,Round Toe"
Kids' New Balance__ 24/7 sneakers with no-tie laces,,,4,1,boys,
Kids' New Balance__ X crewcuts Roav sneakers in larger sizes,,,2,3,boys,
Kids' Puma__ for crewcuts Whirlwind sneakers,,,4,17,boys,
Kids' Vans__ Old Skool Velcro__ sneakers in chambray,,,,,boys,
Kids' Veja___ Esplar sneakers with Velcro__,,,,,boys,
Elephantito___ toddler Monaco driver loafers,,,,,boys,
Kids' STATE Bags Kane backpack,,,,,girls,
Ame & Lulu girls' little patches tennis backpack,$98.00 ,,,,girls,"Navy,Dark,Graphics,Backpacks,Structured,Activewear"
Ame & Lulu girls' big love tennis backpack,$96.00 ,,,,girls,"Light,Activewear,Graphics,Backpacks,White,Neutral,Structured"
Girls' cherry-print backpack,,,,,girls,
Girls' hat-shaped drawstring backpack,,,,,girls,
Girls' shake-up sequin purse,,,,,girls,
Kids' rainbow pencil case,,,,,girls,
Kids' STATE Bags Logan suitcase,,,,,girls,"Colorblock,Glamorous,Travel,Multi Color,Structured"
Kids' STATE Bags Mini Kane backpack,$78.00 ,,,,girls,"Edgy,Multi Color,Colorblock,Backpacks,Casual,Structured"
Kids' STATE Bags Rodgers lunch box,,,,,girls,
Meri Meri___ bunny backpack,,,,,girls,
STATE Bags Bolt charms,$24.00 ,,,,girls,"Polyester,Novelty,Yellow,Recycled Polyester,Novelty Graphic,Bright,Casual"
STATE Bags Kane kids' backpack,$90.00 ,,,,girls,"Multi Color,Dark,Polyester,Zipper,Edgy,Exterior Pocket,Recycled Polyester,School,Backpacks,Camo"
STATE Bags Planet charms,$24.00 ,,,,girls,"Bright,Multi Color,Casual,Polyester,Colorblock,Novelty Graphic,Recycled Polyester,Novelty"
STATE Bags Rodgers lunch box,$48.00 ,,,,girls,"Solid,Rectangle,Lunch Bag,Minimalist,Travel Home,Black,Logo,Children"
Bling2o__ girls' night skiing hat,,,,,girls,
Girls' fur hat in colorblock,,,,,girls,
Girls' knit glittens,,,,,girls,
Kids' pom-pom beanie in leopard print,,,5,1,girls,
Girls' pack of two nonmedical face masks in mixed prints,,,2,4,girls,
Girls' mad emoji face iron-on critter patch,,,,,girls,
Kids' pizza iron-on critter patch,,,,,girls,
Melange Collection fox ornament,,,,,girls,
Melange Collection lobster ornament,,,,,girls,
Melange Collection stocking,,,,,girls,
Meri Meri___ holiday stickers,,,,,girls,
Meri Meri___ shark costume,,,,,girls,
nailmatic__ kids' bath bomb maker,,,,,girls,
nailmatic__ kids' Las Vegas nail polish set,$28.00 ,,,,girls,Multi Color
nailmatic__ kids' TATTOOPEN art set,$34.00 ,,,,girls,
Nailmatic__ nail polish trio,,,,,girls,
"Seedling ""I'll write you!"" postcard set",,,,,girls,
Girls' double-pom-pom beanie in Fair Isle,,,,,girls,
Girls' marled gloves,$29.50 ,$19.99-$26.99,2,1,girls,"Outdoor,Classic Gloves,Multi Color,Casual,Wrist Length,Marled"
Girls' cherry Fair Isle beanie,$39.50 ,$19.99 ,,,girls,"Cold Weather,Fair Isle,Casual,Beanie,Boho Chic,Dark,Neutral,Navy,Vacation"
Girls' leopard-print beanie,$39.50 ,$31.99 ,,,girls,"Cold Weather,Animal Print,Boho Chic,Neutral,Dark,Beanie,Casual,Vacation,Black"
Girls' crystal and pom-pom headband,,,,,girls,
Girls' glitter bow headband,,,,,girls,
Girls' party hat headband,,,,,girls,
Girls' rainbow hair clips,,,,,girls,
Girls' spiral ponytail holder three-pack,,,2,1,girls,
Girls' tinsel pom-pom hair elastics duo,,,,,girls,
Girls' mini flower and butterfly hair clips,,,,,girls,
Girls' glitter antler hair clips,,,,,girls,
Girls' hair clip pack in sparkle tortoise,,,,,girls,
Girls' hair clips three-pack,,,,,girls,
Girls' pearls and glitter hair clip pack,,,4,1,girls,
Girls' tortoise hair-clip pack,,,,,girls,
Girls' grosgrain bow clips two-pack,,,4,1,girls,
Girls' elastic hair tie four-pack,,,3,2,girls,
Girls' scrunchies three-pack,,,,,girls,
Girls' spiral hair ties three-pack,,,5,1,girls,
Girls' squiggle hair tie pack,,,,,girls,
Girls' straw pom-pom hair ties pack,$24.50 ,,,,girls,"Hair Tie,Boho Chic,Multi Color,Light to Mid Weight,Casual"
Girls' big bow headband,,,5,2,girls,
Girls' big bow headband,,,5,1,girls,
Girls' bow headband with piping,,,,,girls,
Girls' bow headband,,,5,2,girls,
Girls' bow tie headband with pearls,,,,,girls,
Girls' bow-tie headband,$24.50 ,$19.99 ,,,girls,"Dark,Glamorous,Headband,Red,Solid,Rhinestones,Pullover,Casual,Bows"
Girls' daisy detail headband,,,,,girls,
Girls' glitter cat ears,,,5,3,girls,
Girls' headband in linen,,,,,girls,
Girls' knot headband in tartan,,,,,girls,
Girls' knot headband,,,5,2,girls,
Girls' Lele Sadoughi X crewcuts velvet knot headband with stars,,,,,girls,
Girls' oversized velvet bow headband,,,3,2,girls,
Girls' sequin flower headband,,,,,girls,
Girls' stretch bow headband,,,,,girls,
Twisted bow velvet headband in leopard,,,4,3,girls,
Girls' gloves in rainbow stripe,,,,,girls,
Girls' sherpa snood with faux-fur pom-pom,,,,,girls,
Girls' wool-blend glittens,,,5,2,girls,
Kids' star gloves,,,,,girls,
Alexa Leigh kids' gold evil-eye charm,,,,,girls,
Alexa Leigh kids' happy dayz bracelet,,,,,girls,
Alexa Leigh kids' heart of mine bracelet,$45.00 ,,,,girls,"Maroon,Jewel,Dark,Delicate,Thin,Casual,Gold Metal,Beaded,Boho Chic"
Girls' bracelets three-pack,,,,,girls,
Girls' charming friendship bracelet pack,,,,,girls,
Girls' friendship bracelet pack,,,,,girls,
Girls' mermaid bracelet two-pack,,,,,girls,
Girls' spring-forward bracelet pack,,,5,1,girls,
Girls' spring fun bracelet three-pack,,,3,1,girls,
Girls' holiday bracelets three-pack,,,,,girls,
Girls' candy cane stud earrings,,,,,girls,
Girls' summer earrings three-pack,,,,,girls,
Girls' summer-fun earring three-pack,,,,,girls,
Girls' spring earrings three-pack,$26.50 ,$19.99 ,,,girls,"Push Back,Multi Color,Feminine,Beaded,Set,Short,Gold Metal,Casual,Small,Delicate,Stud"
BYCHARI KIDS' SOLITAIRE DIAMOND NECKLACE,,,,,girls,
Girls' charm necklace with stars and hearts,,,,,girls,
Girls' choker necklace with rainbows,,,,,girls,
Girls' gift-bow charm necklace,,,5,2,girls,
Girls' pav__ double heart necklace,,,,,girls,
Girls' daisy gift set,,,,,girls,
Girls' ankle socks five-pack,,,,,girls,
Girls' pointelle trouser socks five-pack,,,,,girls,
Girls' three-pack athletic socks,,,,,girls,
Girls' ruffle midi socks five-pack,,,,,girls,
Kids' ice pop and tie-dyed trouser socks pack,,,5,1,girls,
Kids' tube socks,,,5,1,girls,
Girls' cable-knit tights,,,,,girls,
Girls' leopard-print tights,,,,,girls,
Bling2o__ girls' angel cake pop goggles,$23.95 ,,,,girls,
Girls' blue-light glasses,,,,,girls,
Girls' sunglasses in watermelon,,,,,girls,
Girls' New Balance__ 327 sneakers in larger sizes,,,,,girls,
MATEK__ GENTOO kids' one-piece,$149.00 ,,,,girls,"Blush,Dark,Classic & Minimalist,Cotton,Elastane,Lycra,Mesh,Organic Cotton,Light,Light to Mid Weight,Soft,Stretch,Fitted,Sustainable,Full,Crew Neck,High Neck,Casual,Long Sleeve"
Limited-edition baby cashmere blanket in stripe,$128.00 ,,,,girls,"Cashmere,Horizontal Stripes,Winter,Children,Contemporary,Blanket,Multi Color"
Limited-edition baby cashmere cable-knit bear one-piece,,,,,girls,"Casual,Soft,High Neck,Classic & Minimalist,Beige,Cashmere,Crew Neck,Mid,Jersey,Sustainable,French Terry,Soft Plush-Fabric,Hoodie,Recycled Polyester,Long Sleeve,Solid,Onesie,Full,Cable Knit,Knit,Cloth,Mid to-Heavy-Weight-Fabric,Neutral,Light"
Girls' striped metallic heart mittens,,,,,girls,
Girls' sherpa-lined denim jacket,,,4,5,girls,
Girls' faux-fur jacket,,,3,2,girls,
Girls' quilted velvet jacket,,,,,girls,
Girls' reversible quilted jacket with eco-friendly PrimaLoft__,,,5,1,girls,
Girls' shirt-jacket in leopard sherpa,,,,,girls,
Girls' shirt-jacket in sherpa,$98.00 ,$39.99 ,4,7,girls,"Long Sleeve,Vacation,Mid to-Heavy-Weight-Fabric,Borg Coat,Sherpa,Navy,Patch Pocket,Boho Chic,Solid,Casual,Collared,Cold Weather,Dark,Mid Length,Neutral,Relaxed"
Britannical London__ Fulham coat,,,,,girls,"Light,Neutral,Double Breasted,Classic & Minimalist,Canvas,Relaxed,Above the Knee,Raglan Sleeve,White,Cloth,Peacoat,Cotton,Collared,Light to Mid Weight,Casual,A-Line,Cotton Knit,Colorblock,Recycled Polyester,Long Sleeve"
Britannical London__ Kensington coat,,,,,girls,"Pink,Relaxed,Pockets,A-Line,Mid Length,Casual,Wool,Piping,Stiff Heavy,Pastel,Recycled Polyester,Solid,Casual Chic,Long Sleeve,Button"
Girls' sherpa-lined motorcycle jacket,,,,,girls,
Girls' metallic puffer jacket with PrimaLoft__,,,4,3,girls,
Girls' star-print fishtail parka with eco-friendly PrimaLoft__,,,5,1,girls,
Girls' chateau puffer jacket with PrimaLoft__,,,4,16,girls,
Girls' fishtail parka with eco-friendly PrimaLoft__,,,4,14,girls,
Girls' fur-trimmed puffer with eco-friendly PrimaLoft__,,,4,10,girls,
Girls' metallic fishtail parka with PrimaLoft__,,,3,6,girls,
Girls' reversible puffer jacket with eco-friendly PrimaLoft__,,,3,2,girls,
Girls' sherpa half-snap pullover,,,5,3,girls,
Girls' reversible quilted vest with PrimaLoft__,,,,,girls,
Girls' apron dress in chambray,,,,,girls,
Girls' chambray dress with embroidered rainbows,,,5,3,girls,
Girls' chambray dress with rainbow hearts,,,,,girls,
Girls' garment-dyed stretch denim overall dress,,,5,1,girls,
Girls' heart-pocket denim skirt,,,5,1,girls,
Girls' tiered chambray skirt,,,,,girls,
Girls' jeggings with star knees,,,,,girls,
Girls' pull-on runaround jean,,,,,girls,
Girls' straight-leg jean in black,,,4,2,girls,
Girls' mom-fit jean in white denim,,,,,girls,
Dotty Dungarees kids' denim overall short,$75.00 ,,,,girls,"Multi Color,Stripes,Casual,Colored,Regular,At Thigh,Classic & Minimalist"
Girls' stretch-denim overall,,,4,18,girls,
Girls' stretch-denim shortalls,,,5,2,girls,
Girls' colored denim runaround short,,,5,1,girls,
Girls' frayed-hem denim short in black,,,,,girls,
Girls' heart pocket denim short,,,,,girls,
Girls' patch-pocket denim short,,,,,girls,
Girls' runaround denim short,,,3,2,girls,
Girls' distressed denim short in waterfall wash,$49.50 ,$29.50 ,,,girls,"Fly Zip,Medium Blue,Faded/Sandwash,Boho Chic,Patch Pocket,Whiskering,Cotton,Denim,Elastane,Light to Mid Weight,Mid to-Heavy-Weight-Fabric,Rounded Stitched Pocket,Raw Hem,Casual,Five Pocket,Mid Rise,Denim"
Girls' black wash runaround jean,,,5,1,girls,
Girls' runaround jean in denim wash,,,4,28,girls,
Girls' stretch toothpick jean with stars and moons,,,,,girls,
Girls' colored runaround jeans,,,4,13,girls,"White,Denim,Skinny Pant,Cotton,Belted,Classic & Minimalist,Casual"
Girls' active tank dress,,,4,1,girls,
Girls' apron dress in chambray,,,,,girls,
Girls' bow-back dress in strawberry,,,,,girls,
Girls' bow-print dress,,,,,girls,
Girls' button-front apron dress,,,,,girls,
Girls' button-front corduroy dress,,,,,girls,
Girls' button-front dress in painted tangerines,,,,,girls,
Girls' chambray dress with embroidered unicorns,,,5,2,girls,
Girls' chambray popover dress with shooting stars,,,,,girls,
Girls' chambray shirtdress,,,,,girls,
Girls' Childrenchic__ smocked floral dress,,,,,girls,
Girls' corduroy dress with heart pocket,,,5,1,girls,
Girls' cozy stretch-corduroy field dress,,,4,3,girls,
Girls' crochet dress,,,,,girls,
Girls' cross-back dress in stripes,,,5,1,girls,
Girls' dress in blue bandana print,,,2,3,girls,
Girls' dress with tiered tulle overlay,,,4,3,girls,
Girls' embroidered bib dress,,,5,1,girls,
Girls' eyelet-trim ruffle-sleeve dress in wisp floral,,,,,girls,
Girls' flutter-sleeve dress in ikat,,,,,girls,
Girls' flutter-sleeve dress,,,2,3,girls,
Girls' flutter-sleeve knit dress,,,,,girls,
Girls' flutter-sleeve ruffle dress in eyelet,,,3,1,girls,
Girls' gathered puff-sleeve dress in gingham,,,,,girls,
Girls' half-zip cargo dress in corduroy,,,,,girls,
Girls' heart-pocket T-shirt dress in colorblock,,,,,girls,
Girls' hoodie dress in terry-cloth with UPF 50,,,5,2,girls,
Girls' leopard-print jumpsuit,,,,,girls,
Girls' linen dress in pink gingham,,,5,1,girls,
Girls' long-sleeve ruffle-shoulder dress,,,1,2,girls,
Girls' Lurex__ gathered puff-sleeve dress,,,5,1,girls,
Girls' maxi tank dress in stripe,,,4,2,girls,
Girls' metallic-skirt hoodie dress,,,,,girls,
Girls' mixi dress in snowy Stewart tartan,,,5,2,girls,
Girls' mixy dress in highland tartan,,,5,2,girls,
Girls' mixy dress in velvet,,,4,2,girls,
Girls' mixy dress with rainbow tulle skirt,,,,,girls,
Girls' mixy dress with ribbed top,,,,,girls,
Girls' one-shoulder dress in shimmer stripe,,,5,2,girls,
Girls' puff-sleeve dress in heart-print chiffon,,,,,girls,
Girls' puff-sleeve dress in stripe,,,3,2,girls,
Girls' puff-sleeve embroidered dress,,,2,1,girls,
Girls' puff-sleeve smocked dress,,,,,girls,
Girls' rickrack-trimmed dress in seersucker,,,3,5,girls,
Girls' ruffle faux-wrap dress,,,,,girls,
Girls' ruffle flutter-sleeve dress,,,3,2,girls,
Girls' ruffle-hem dress in coral petal,,,,,girls,
Girls' ruffle midi dress with tie-strap,,,5,2,girls,
Girls' ruffle-neck dress in butterfly floral,,,,,girls,
Girls' ruffle-sleeve tiered dress,,,3,8,girls,
Girls' ruffle-tank dress in eyelet,,,,,girls,
Girls' ruffle-trim eyelet dress,,,5,1,girls,
Girls' ruffle-trim ribbon belt dress,,,4,1,girls,
Girls' ruffle-trimmed dress in bright stripe,,,5,2,girls,
Girls' ruffle-trimmed stretch velvet dress in leopard,,,5,2,girls,
Girls' shift dress in seersucker,,,,,girls,
Girls' shift dress with faux-fur pockets,,,5,1,girls,
Girls' sleeveless dress in island floral,,,,,girls,
Girls' smocked dress in stripe,,,5,1,girls,
Girls' smocked dress with ruffles,,,4,3,girls,
Girls' smocked flutter-sleeve dress in chambray,,,,,girls,
Girls' smocked gingham dress,,,5,4,girls,
Girls' smocked ruffle dress,,,4,6,girls,
Girls' smocked squareneck dress in Liberty__ Bourton Bloom print,,,,,girls,
Girls' smocked-waist dress in Stewart black tartan,,,,,girls,
"Girls' ""summer"" dress with sequins",,,,,girls,
Girls' tank dress with tiered skirt in print,,,4,6,girls,
Girls' terry hoodie dress with UPF 50 in floral,,,,,girls,
Girls' tie-waist dress dress in tartan,,,,,girls,
Girls' tiered fleece dress in gold stars,,,1,1,girls,
Girls' tiered ruffle dress in Liberty__ Margaret Annie print,,,5,1,girls,
Girls' tiered sequin dress,,,4,6,girls,
Girls' crisscross apron dress,$75.00 ,,,,girls,"Sleeveless,Day Party,Multi Color,Cotton,High Neck,Square Neck,Stripes,A-Line,Prairie,Over the Shoulder,Light,Light to Mid Weight,Classic & Minimalist,Ruching,Relaxed,Above the Knee"
Girls' flutter-sleeve dress in linen-cotton blend,$79.50 ,,,,girls,"Mid Chest,Babydoll,Flutter Sleeve,Square Neck,Light,Feminine,Day Party,Multi Color,Linen,Cotton,Ruching,Short Sleeve,Gingham,Light to Mid Weight"
Girls' hooded tunic in towel terry,,,2,5,girls,
Girls' jacquard dress in metallic leopard,$98.00 ,$77.99 ,5,1,girls,"Short Sleeve,Curved Hem,Light to Mid Weight,Glamorous,Multi Color,Metallic,Tailored,Party,Animal Print,Puff Sleeve,A-Line,High Neck,Polyester,Crew Neck,Edgy,Back Zipper"
Girls' Mer St. Barth___ Bella shoulder-tie sundress,,,,,girls,"Voille,Relaxed,Mid Chest,Neutral,Sleeveless,Boho Chic,Square Neck,A-Line,Prairie,Cotton Knit,Vacation,Cotton,Light to Mid Weight,Cover Up,Spaghetti Straps,Swim Coverup,Beach,Mini,Light,Cream,Pullover,Tie,Adjustable"
Girls' Mer St. Barth___ Serena pom-pom dress,$94.00 ,,,,girls,"Flutter Sleeve,Square Neck,Feminine,A-Line,Light,Mini,Beach,Swim Coverup,Cover Up,Vacation,Cotton,Pullover,Light,Cotton Knit,Gauze,Short Sleeve,Boho Chic,Mid Chest,Relaxed,Ruching,Pink,Light to Mid Weight"
Girls' puff-sleeve tie-front dress in floral,$85.00 ,$64.99 ,,,girls,"Multi Color,Boho Chic,Feminine,Cotton,Cotton Knit,Light to Mid Weight,Stretch,Relaxed,Above the Knee,Mid Chest,Square Neck,Day Party,Floral,Short Sleeve,Puff Sleeve,A-Line,Elastic Waist"
Girls' smocked-neck dress in prints,$75.00 ,,,,girls,"Floral Motif,Day Party,Shift,High Neck,Puff Sleeve,Light to Mid Weight,Multi Color,Cotton,Stretch,Crew Neck,Feminine,Short Sleeve"
Girls' textured cotton shirtdress,,,,,girls,"Long Sleeve,Cotton,Cotton Knit,Classic & Minimalist,Crew Neck,Solid,High Neck,Casual,Bright,A-Line,Button Front,Coral,Light to Mid Weight"
Girls' tiered eyelet dress,$85.00 ,,,,girls,"Short Sleeve,Eyelet,A-Line,Flutter Sleeve,Tiered,Midi,Yellow,Mid Chest,Ruffle,Day Party,Light,Feminine,Scoop Neck,Solid"
La Paloma___ girls' Parker house dress,,$34.00-$49.00,,,girls,"Crew Neck,Classic & Minimalist,Relaxed,White,Puff Sleeve,High Neck,Pleated,Cotton,Light to Mid Weight,Short Sleeve,Sleepwear,Pleats,Pullover,Cotton Knit,Shift,Knee Length"
Girls' ruffleneck dress in print,,,,,girls,
Girls' flutter-sleeve dress in seersucker,$79.50 ,$59.99 ,,,girls,"Pullover,Multi Color,Light,Feminine,Ruffle,Cotton,Cotton Knit,Seersucker,Light to Mid Weight,Relaxed,Crew Neck,High Neck,Casual,Stripes,Short Sleeve,Flutter Sleeve,A-Line,Elastic Waist,Elastic Waist"
Girls' knit romper,,,5,1,girls,
Girls puff-sleeve jumpsuit in Liberty__ print,,,5,1,girls,
Girls' ruffle-trim linen jumpsuit in gingham,,,5,2,girls,
Girls' smocked-bodice romper,,,5,1,girls,
Girls' velour jumpsuit,,,,,girls,
Girls' puff-sleeve jumpsuit in Liberty__ fabrics,$128.00 ,$99.99 ,,,girls,"Multi Color,Bright,Feminine,Bows,Ruffle,Cotton,Cotton Knit,Light to Mid Weight,Loose,Relaxed,Full,Mid Chest,Square Neck,Beach,Casual,Vacation,Floral,Short Sleeve,Puff Sleeve,Raglan Sleeve,Straight,Wide Leg"
Girls' allover sequin dress with stars,,,5,1,girls,
Girls' embellished tulle dress,,,5,1,girls,
Girls' handkerchief dress in paisley,,,5,2,girls,
Girls' long puff-sleeve dress in sparkle stars,,,,,girls,
Girls' long-sleeve tulle dress with metallic floral,,,5,2,girls,
Girls' rosette dress in crinkle chiffon,,,4,6,girls,
Girls' ruffle-trim dress in snowy Stewart tartan,,,,,girls,
Girls' smocked dress with long sleeves in chambray,,,,,girls,
Girls' tie-waist dress in daisy print,,,3,3,girls,
Girls' tiered sparkle tulle dress,,,,,girls,
Girls' puff-sleeve velvet dress,,,4,8,girls,
Girls' textured tulle dress,,,,,girls,
Girls' pull-on voile skirt in floral,$55.00 ,,,,girls,"Colorblock,Cotton,Multi Color,Soft,Floral Motif,A-Line,Ruffled Hem,Boho Chic,Ruffle,Day Party,Light to Mid Weight,Above the Knee,Relaxed,Voille"
Girls' ruffle skirt in floral,$69.50 ,$54.99 ,,,girls,"Multi Color,Feminine,Ruffle,Cotton,Voille,Light to Mid Weight,Soft,Relaxed,Mini,Day Party,Floral,A-Line,Tiered"
Girls' smocked skirt in eyelet,$59.50 ,$44.99 ,,,girls,"White,Light,Neutral,Feminine,Eyelet,Cotton,Light to Mid Weight,Relaxed,Mini,Day Party,Solid,A-Line,Tiered,Elastic Waist"
Girls' allover leopard T-shirt,,,,,girls,
Girls' boatneck T-shirt in scattered-heart stripe,,,5,1,girls,
Girls' celestial-knit crewneck sweater,,,,,girls,
Girls' chenille heart sweater,,,5,1,girls,
Girls' embroidered floral T-shirt,,,5,1,girls,
Girls' flip sequin anchor T-shirt,,,5,3,girls,
Girls' flip sequin heart T-shirt,,,5,1,girls,
Girls' flip sequin lobster T-shirt,,,5,2,girls,
Girls' flip-sequin star T-shirt,,,5,1,girls,
Girls' foil daisies T-shirt,,,,,girls,
Girls' glitter cherries T-shirt,,,,,girls,
Girls' glitter graphic T-shirt,,,4,2,girls,
Girls' kaleidoscope butterflies T-shirt,,,5,1,girls,
Girls' long-sleeve heart T-shirt with flippable sequins,,,,,girls,
Girls'  long-sleeve outline T-shirt,,,,,girls,
Girls' long-sleeve T-shirt with sequin rainbow heart,,,5,3,girls,
Girls' nautical graphic T-shirt,,,,,girls,
Girls' neon bunny T-shirt,,,2,3,girls,
"Girls' ""NYC"" crewneck sweatshirt",,,,,girls,
Girls' palms and waves T-shirt,,,,,girls,
Girls' pocket T-shirt with metallic heart,,,1,1,girls,
Girls' printed cotton tank,,,,,girls,
Girls' sequin bow T-shirt,,,,,girls,
Girls' sequin critter pocket T-shirt,,,,,girls,
Girls' sequin lobster T-shirt,,,,,girls,
Girls' sequin space T-shirt,,,5,1,girls,
Girls' sequin star T-shirt in stripe,,,5,1,girls,
Girls' shell-tastic graphic T-shirt,,,5,2,girls,
Girls' short-sleeve cherry T-shirt,,,3,2,girls,
Girls' short-sleeve heart stripes T-shirt,,,,,girls,
Girls' short-sleeve Paris T-shirt,,,5,1,girls,
Girls' ski slope graphic T-shirt,,,,,girls,
Girls' splatter stripe T-shirt,,,5,1,girls,
Girls' striped T-shirt with tassels,,,,,girls,
Girls' T-shirt with glitter heart,,,5,2,girls,
Girls' tie-dye T-shirt,,,,,girls,
Girls' tie-dye T-shirt,,,3,1,girls,
Girls' tie-dyed T-shirt,,,,,girls,
"Girls' ""wildflower"" embroidered T-shirt",,,,,girls,
"Girls' ""You Amaze Me"" T-shirt",,,,,girls,
"Kids' best friend ""friend"" T-shirt",,,5,3,girls,
"Kids' crewcuts X Human Rights Campaign ""Love first"" T-shirt",,,5,5,girls,
"Kids' ""friend best"" T-shirt",,,,,girls,
"Kids' ""give me space"" T-shirt",,,5,1,girls,
Kids' long-sleeve tiny hearts T-shirt,,,3,1,girls,
"Kids' ""Love first"" T-shirt",,,,,girls,
Kids' love signs graphic T-shirt,,,3,1,girls,
Kids' sequin cactus graphic T-shirt,,,,,girls,
Kids' shining star T-shirt,,,5,4,girls,
Kids' The Met X crewcuts Degas ballerina T-shirt,,,,,girls,
"Kids' ""whole lot of love"" sweatshirt",,,5,1,girls,
Girls everyday leggings in cozy Fair Isle,,,5,1,girls,
Worthy Threads___ girls' tie-dyed joggers,,,,,girls,
Worthy Threads___ girls' tie-dyed joggers,,,,,girls,
Girls' everyday cropped leggings,,,,,girls,
Girls' runaround jean in indigo,,,5,1,girls,
Girls' raw-hem demi-boot jean in valley wash,$59.50 ,$34.50 ,,,girls,"Dark Blue,Flared,Raw Hem,Low Rise,Whiskering,Casual,Slim,Boho Chic,Five Pocket,Faded/Sandwash,Fly Zip,Ankle,Denim"
Girls' everyday leggings in cat print,,,,,girls,
Girls' everyday leggings in dots,,,5,1,girls,
Girls' everyday leggings in foil dot,,,5,1,girls,
Girls' everyday leggings in foil print,,,4,1,girls,
Girls' everyday leggings in glitter dot,,,5,1,girls,
Girls' everyday leggings in glow-in-the-dark bones,,,,,girls,
Girls' everyday leggings in green camo,,,,,girls,
Girls' everyday leggings in highland tartan,,,5,1,girls,
Girls' everyday leggings in metallic,,,,,girls,
Girls everyday leggings in print,,,4,1,girls,
Girls' everyday leggings in red leopard,,,3,1,girls,
Girls' everyday leggings in Stewart plaid,,,2,10,girls,
Girls' everyday leggings in winter trees,,,,,girls,
Girls' everyday leggings with glitter tuxedo stripe,,,,,girls,
Girls' everyday leggings with knee patches,,,,,girls,
Girls' everyday leggings,,,5,2,girls,
Girls' jeggings with star patches,,,,,girls,
Girls' Max the Monster everyday leggings,,,,,girls,
Girls' printed velvet leggings,,,5,1,girls,
Girls' stretch crushed velvet legging,,,4,21,girls,
Girls' stretch velvet leggings,,,3,10,girls,
Girls' everyday legging in plaid,,,2,18,girls,"Full,Skinny,Red,Casual,Plaid,Leggings,Elastane,Edgy,Bright,Cotton"
Girls' everyday leggings,$19.50 ,$9.99-$14.99,4,78,girls,"Dark,Neutral,Solid,Cotton,Black,Casual,Skinny,Full,Leggings,Elastane"
Girls' leggings with plaid star patches,,,4,2,girls,
Girls' printed everyday leggings,$26.50 ,,,,girls,"Casual,Feminine,High Waisted,Cotton,Multi Color,Cotton Knit,Gingham,Light to Mid Weight,Leggings,Stretch"
Girls' everyday leggings in foil print,,,,,girls,
Girls' seaside pant in multistripe,,,,,girls,
Girls' ribbed flare sweatpant,,,2,1,girls,
Girls' sweater-jogger pant with metallic hearts,,,,,girls,
Girls' sweatpant in indigo floral,,,1,1,girls,
Girls' leggings in velvet buffalo check plaid,,,,,girls,
Girls' long-sleeve cozy pajama set,,,5,1,girls,
Girls' flannel nightgown in Stewart black tartan,,,4,3,girls,
Girls' flutter-sleeve nightgown in fun fruit,,,,,girls,
Girls' nightgown in ice-pop print,,,4,1,girls,
Girls' nightgown in unicorns,,,,,girls,
Girls' nightgown in winter trees,,,3,3,girls,
Petite Plume___ girls' flannel Arabella nightgown,$48.00 ,,,,girls,"Long Sleeve,High Neck,Ruffle,Solid,Bishop Sleeve,Ruffled Hem,Crew Neck,Feminine,Sleepwear,Drop Waist,Navy,Cotton,Neutral,Dark"
Petite Plume___ girls' Sophia nightgown with piping,$48.00 ,,,,girls,"Crew Neck,Feminine,Ruffled Hem,Sleepwear,Shift,Long Sleeve,Ruffle,High Neck,Cotton,White,Solid,Neutral,Light"
Petite Plume___ infants' ruffle romper,$48.00 ,,,,girls,"Ruffle,Feminine,High Neck,Sleeveless,Ruching,Day Party,Crew Neck,Striaght"
Petite Plume___ kids' Delphine nightgown,,,,,girls,
Petite Plume___ girls' Charlotte nightgown,,,,,girls,
Petite Plume___ kids' bear-y sweet eye mask in antique ticking,$16.00 ,,,,girls,Cotton
Petite Plume___ kids' robe,$16.00 ,,,,girls,"Light,Neutral,Feminine,Cotton,White,Eye Mask,Set,Floral"
