name,priceReg,priceSale,ratingAvg,ratingCnt,category,keywords
lemlem Nunu short plunge-neck dress,,,,,womens,
lemlem Sediri flutter dress,,,,,womens,
lemlem Tirunesh beach dress,,,,,womens,
lemlem Welele flutter-sleeve maxi dress,,,,,womens,
lemlem zoya open-neck caftan,,,,,womens,
Limited-edition Eveliina Vintage X J.Crew Kukka dress,,,5,1,womens,
Limited-edition maxi collared slip dress in shiny crepe,,,4,9,womens,
Linen drawstring dress with embroidery,,,4,17,womens,
Linen jersey knit dress,,,3,12,womens,
Linen wrap dress in tossed floral,,,3,2,womens,
Long-sleeve dress in 365 crepe,,,4,40,womens,
Long-sleeve striped dress,,,4,136,womens,
Long-sleeve zip-front chino dress,,,4,10,womens,
Maxi shirtdress in aqua paisley,,,,,womens,
Oahu V-neck tiered dress in dandelion swirl,,,4,14,womens,
Off-the-shoulder dress in ikat antique floral,,,2,7,womens,
OLIPHANT_ balloon-waisted mini dress,$368.00 ,,2,1,womens,"Light to Mid Weight,Relaxed,Above the Knee,Feminine,Viscose,A-Line,Bishop Sleeve,High Neck,Soft,Bright,Silk,Ruffle,Purple,Day Party,Ruffled Hem,Floral,Empire Waist,Long Sleeve,Rayon,Light,Crew Neck"
OLIPHANT_ cap-sleeve midi dress,$388.00 ,,,,womens,"Minimalist,Lavender,Relaxed,Solid,Ruching,Linen,Empire Waist,Midi,Maxi,Day Party,Pastel,Short Sleeve,A-Line,Cap Sleeve,High Neck,Back Zipper,Crew Neck,Light"
OLIPHANT_ cinched shirtdress,$428.00 ,,,,womens,"Day Party,Maxi,High Neck,Feminine,Drawstring,Floral,Shirtdress,Voille,Relaxed,Green,Maxi,Bright,Cotton,Band Collar,Light to Mid Weight,Pullover"
OLIPHANT_ cross-front maxi dress,,,,,womens,
OLIPHANT_ one-shoulder maxi dress,,,,,womens,
OLIPHANT_ pocket dress,,,,,womens,"Multi Color,Short Sleeve,Pullover,Light,Mini,Band Collar,Relaxed,Raglan Sleeve,Day Party,Boho Chic,Linen,Shift,High Neck"
OLIPHANT_ smocked top-ruffle midi dress,$468.00 ,,,,womens,"Light,Cotton Knit,Day Party,Tea Length,Bishop Sleeve,Puff Sleeve,Silk,Metallic,Cotton,Multi Color,Mid Chest,Pullover,Light,Light to Mid Weight,Relaxed,Neutral,Square Neck,Feminine,Floral,Prairie,A-Line"
One-shoulder viscose-blend velvet dress,,,4,4,womens,
Onia pull-on jumpsuit,,,,,womens,
Onia towel terry drawstring playsuit,$150.00 ,,,,womens,"Light to Mid Weight,Short Sleeve,French Terry,Solid,Button Front,Notched Collar,Casual,Light,White,Cotton,Stretch,Minimalist,Cotton Knit,Striaght,Drawstring,Regular,Neutral,Mid Chest,Relaxed,At Thigh"
Original cotton terry puff-sleeve sweatshirt dress,,,3,14,womens,
Oxford cotton A-line shirtdress,,,4,23,womens,
Palermo smocked-waist mini dress in linen,$138.00 ,$69.50 ,3,4,womens,"Long Sleeve,Minimalist,Light,Crew Neck,Blue,Elastic Waist,Relaxed,Solid,A-Line,High Neck,Knee Length,Day Party"
Patch-pocket utility jumpsuit in indigo denim,,,4,24,womens,
Perfect-fit V-neck polo dress,,,4,11,womens,
Pleated chambray dress,$148.00 ,$55.99 ,4,8,womens,"Midi,Cotton,Sleeveless,Cloth,Pleats,Feminine,Mid Chest,Tailored,Chambray,Cotton Knit,Pullover,Medium Blue,Stonewash,Over the Shoulder,Light to Mid Weight,Square Neck,A-Line,Pleated,Day Party"
Pleated shirtdress in silk-twill,,,3,8,womens,
Point Sur faux-wrap dress in Lurex_ crinkle chiffon,,,4,10,womens,
Pointelle knit midi dress,,,5,3,womens,
Provence smocked-waist midi dress,,,4,8,womens,
Puff-sleeve cover-up dress in pastel stripe,,,3,13,womens,
Puff-sleeve mini dress in windswept floral,,,4,2,womens,
Puff-sleeve mini shirtdress in Liberty_ Tapestry floral,,,4,1,womens,
Puff-sleeve shirtdress in Liberty_ Elysian Day floral,,,3,6,womens,
Puff-sleeve silk midi dress,,,5,1,womens,
Puff-sleeve velvet dress,,,3,24,womens,
Racerback dress in Italian ponte,,,4,3,womens,
REISTOR cropped wrap jumpsuit,$135.00 ,,,,womens,
REISTOR dancing in the moonlight dress,$175.00 ,$105.00 ,,,womens,"Boho Chic,Cupro,Tea Length,Day Party,A-Line,Blue,Drawstring,Sleeveless,Relaxed,Mid Chest"
REISTOR smoke and mirrors romper,$125.00 ,,1,1,womens,"Black,Relaxed,Minimalist,At Thigh,Striaght,Loose,V Neck,Short Sleeve,Casual,Neutral,Solid,Low Cut,Hemp,Drawstring,Dark"
REISTOR wrap maxi dress,$165.00 ,,,,womens,
Relaxed-fit crisp cotton poplin shirtdress in stripe,,,4,3,womens,
Relaxed-fit short-sleeve cotton poplin shirtdress in gingham,,,4,7,womens,
Relaxed linen jumpsuit,,,4,3,womens,
Ruffle-back silk dress in starry sky print,,,3,3,womens,
Ruffle chambray jumpsuit,,,3,4,womens,
Ruffle-front maxi dress with braided belt,,,4,46,womens,
Ruffle-front midi dress in cotton poplin,,,4,23,womens,
Ruffle-hem Lurex_ chiffon wrap dress,,,2,3,womens,
Ruffle hem sheath dress,,,4,4,womens,
Ruffle-hem shirtdress in cotton poplin,$138.00 ,,4,15,womens,"Cotton Knit,A-Line,Flutter Sleeve,High Neck,Solid,Light,Mini,Day Party,Light to Mid Weight,Short Sleeve,Relaxed,Button Front,White,Cotton,Shirtdress,Ruffled Hem,Poplin,Feminine,Collared,Neutral"
Ruffle-neck shift dress in 365 crepe,,,4,28,womens,
Ruffle-sleeve dress in navy flowers,,,5,2,womens,
Ruffle-sleeve dress in ramie,,,3,5,womens,
Ruffle-sleeve linen-cupro dress,,,4,4,womens,
Ruffleneck lace dress,,,3,8,womens,
Ruffleneck mini dress in eyelet,$198.00 ,$71.99 ,4,3,womens,"Cotton,Light to Mid Weight,White,Eyelet,Cloth,Above the Knee,Ruching,Neutral,Relaxed,Day Party,Light,Ruffle,High Neck,Solid,Bishop Sleeve,A-Line,Cotton Knit,Long Sleeve,Feminine,Ruffled Hem,Mock Neck"
Ruffleneck shift dress,,,4,8,womens,
Scoopback linen dress,,,5,4,womens,
Scoopneck poplin midi dress with removable belt,,,4,4,womens,
Sequin skirt set,,,5,2,womens,
Sheath dress in colorful gingham,,,4,26,womens,
Sheath dress in floral jacquard,,,4,5,womens,
Shift dress in faux leather,,,4,11,womens,
Shirtdress in plaid with removable necktie,,,4,33,womens,
Short-sleeve maxi dress in eyelet,,,4,15,womens,
Short-sleeve mini dress in bi-stretch wool blend,$268.00 ,$139.50 ,4,5,womens,"Above the Knee,Neutral,Dark,Relaxed,Back Zipper,Crew Neck,Wool,High Neck,A-Line,Classic,Work,Navy,Solid,Soft Wool,Short Sleeve,Elastane,Minimalist,Stiff Heavy"
Short-sleeve mini shirtdress in cotton poplin,$148.00 ,$99.50 ,4,2,womens,"Band Collar,Stretch,Cotton,Classic,Solid,Cotton Knit,A-Line,Casual,High Neck,Poplin,Bright,Relaxed,Above the Knee,Light to Mid Weight,Short Sleeve,Dropped Shoulder,Yellow,Button Front"
Short-sleeve silk maxi dress,,,,,womens,
Shoulder-tie silk maxi dress in colorblock,,,4,2,womens,
Side-cutout cotton poplin dress,,,4,10,womens,
Side cutout dress in rainbow seersucker,,,5,2,womens,
Silk halter slip dress,,,4,4,womens,
Silk one-shoulder dress in polka dot,,,4,13,womens,
Silk tricotine maxi dress,,,5,4,womens,
Sleeveless sweetheart midi dress in lace,,,3,6,womens,
Smocked cotton poplin dress in budding branch print,,,4,9,womens,
Smocked-neck puff-sleeve dress in chambray,,,4,9,womens,
Smocked puff-sleeve cotton poplin dress in budding branch print,,,4,7,womens,
Smocked-sleeve midi dress in floral,,,4,37,womens,
Smocked tie-front dress in gingham,,,4,7,womens,
Smocked-waist dress in Liberty_ Butterfield Poppy fabric,,,5,1,womens,
Smocked-waist dress in Liberty_ Rose floral,,,3,8,womens,
Smocked-waist dress in sunny blooms,,,4,6,womens,
Smocked-waist pleated dress in soft posies,,,4,9,womens,
Smocked-waist pleated dress in stripe,,,4,4,womens,
Spaghetti-strap dress in Liberty_ June's Meadow floral,,,4,20,womens,
Squareneck cotton voile dress in patchwork floral,,,4,3,womens,
Squareneck mini sweater-dress,$128.00 ,,4,10,womens,"Knit,Square Neck,Light to Mid Weight,Tailored,Mid to-Heavy-Weight-Fabric,Cotton,Viscose,A-Line,Day Party,Solid,Dark,Neutral,Mid Chest,Back Zipper,Rayon,Mini,Sheath,Minimalist,Cotton Knit,Over the Shoulder,Sleeveless,Black"
Strappy-back linen midi dress,,,4,2,womens,
Strappy knit midi dress,,,3,55,womens,
Stretch viscose blend button-front midi dress,,,4,5,womens,
Studio 189_ X J.Crew ruffle midi dress in animal print,,,2,1,womens,
Supersculpt ruffleneck mini sweater-dress,,,4,5,womens,
Sweetheart long-sleeve midi dress in f_te floral,,,3,4,womens,
Sweetheart long-sleeve mini dress in Liberty_ Bourton Bloom fabric,,,4,7,womens,
Swingy cotton-voile beach dress in zebra stripe,,,4,5,womens,
Swingy V-neck mini dress in tossed floral,,,3,11,womens,
SZ Blockprints_ X J.Crew tiered dress in gingham,,,4,10,womens,
T-shirt dress in stripe,,,4,61,womens,
Taffeta belted ball skirt in oversized gingham,,,4,6,womens,
Thomas Mason_ for J.Crew shirtdress in stripe,,,5,2,womens,
Tie-back cotton voile cover-up in budding branch print,,,3,2,womens,
Tie-back knit tiered dress,,,3,24,womens,
Tie-back tiered dress in eyelet,,,4,13,womens,
Tie-back tiered dress in gathered floral block print,,,4,14,womens,
Tie-front jumpsuit in satin-back crepe,,,4,9,womens,
Tie-front wide-leg jumpsuit in floral print,,,4,16,womens,
Tie-neck tiered dress in Black Watch tartan,,,4,11,womens,
Tie-sleeve button-front dress in chambray,,,3,8,womens,
Tie-waist cotton voile midi dress in beach paisley,,,3,4,womens,
Tie-waist shirtdress in bold leopard,,,3,6,womens,
Tie-waist shirtdress in lightweight chino,$198.00 ,$75.99 ,4,10,womens,"Button Front,Beige,Light,Neutral,Minimalist,Tie,Cotton,Cotton Knit,Elastane,Light to Mid Weight,Relaxed,Above the Knee,Collared,High Neck,Day Party,Solid,Short Sleeve,Shirtdress"
Tiered cotton dobby dress in cape stripe,,,4,15,womens,
Tiered cotton voile beach dress in best buds,,,4,6,womens,
Tiered knit maxi dress with eyelet trim,,,4,168,womens,
Tiered maxi dress in tossed floral,,,4,5,womens,
Tiered midi dress with convertible straps,,,,,womens,
Tiered ruffle-sleeve dress in gingham,,,4,11,womens,
Tiered silk twill dress,,,3,10,womens,
Twist-back midi dress in tossed floral,,,,,womens,
Twist-back sweater-dress,,,4,8,womens,
Two-tone chevron sequin dress,,,4,2,womens,
Universal Standard for J.Crew cupro tunic dress,,,4,64,womens,
Utility shirtdress in Broken-in chino,,,4,10,womens,
,,,,,,
V-neck cotton poplin mini dress in peony paisley,,,4,4,womens,
V-neck cover-up dress in classic block print,,,3,22,womens,
V-neck criss-cross dress in block print,,,3,4,womens,
V-neck midi dress in field day print,,,3,6,womens,
V-neck midi dress in soft gauze,$148.00 ,$55.99 ,3,9,womens,"Gauze,Long Sleeve,Cloth,White,Midi,Vacation,Cotton,Relaxed,Ruching,Neutral,Cotton Knit,Light to Mid Weight,Feminine,Solid,Day Party,Low Cut,Button Front,V Neck,Bishop Sleeve,Soft,Light,Light,Elastic Waist,A-Line,Beach"
V-neck sheath dress in recycled stretch ponte,,,4,14,womens,
V-neck silk-blend sweater dress,,,4,9,womens,
V-neck wide-leg velvet jumpsuit,,,4,10,womens,
Velvet bustier midi dress in Windsor floral,,,4,4,womens,
Wide-leg jumpsuit in linen blend,,,4,11,womens,
Wide-leg organic cotton jumpsuit in Liberty_ Meadow Song floral,,,5,4,womens,
Winter garden dress,,,2,12,womens,
Wool-cashmere cardigan dress,,,4,8,womens,
Workwear shirtdress,,,,,womens,
Wrap dress in 365 crepe,,,3,126,womens,
,,,,,,
HATCH_ nipple + lip rescue balm,$28.00 ,,,,womens,"Soothing/Healing,Dryness,Balm/Salve,Multi Use,Lip Treatment"
HATCH_ highline dress,,,,,womens,
HATCH_ Malley Dress,,,,,womens,
HATCH_ The Nurse-to-Errands One-Piece,,,,,womens,
HATCH X J.Crew r_sum_ dress,,,1,2,womens,
HATCH_ The Dream Feed Nursing and Sleep Bra,$48.00 ,,,,womens,"Light,Neutral,Scoop Back,Cotton,Nursing,Below Bust,Breathable,Elastane,Minimalist,V Neck,Solid,Beige"
HATCH_ The Everyday Nursing Bra,$68.00 ,,,,womens,"Light,Lace Up,Scoop Neck,Solid,Minimalist,Beige,Elastane,Below Bust,Nursing,Cotton,Thin Straps,Neutral"
HATCH X J.Crew easy pant,,,2,6,womens,
HATCH_ Isa Top,,,,,womens,
Relaxed-fit crisp cotton poplin shirt,,$59.50 ,3,10,womens,"Dropped Shoulder,Curved Hem,Button Down,Solid,Cover Up,Minimalist,Long Sleeve,Neutral,Light,Below Hip,High Neck,Cotton,White,Work,Collared,Mid to-Heavy-Weight-Fabric,Relaxed"
HATCH_ The Giada Sweater,,,,,womens,
HATCH_ The Jersey Turtleneck,,,,,womens,
HATCH X J.Crew cashmere tunic sweater,,,3,3,womens,
Sophie open-front sweater-blazer in camo,,,4,5,womens,
Cotton-linen tiered maxi dress,,,3,30,womens,
Cotton voile sun dress in vintage floral,,,4,10,womens,
Halter peplum tankini top in piqu_ nylon,,,4,31,womens,
Linen-cotton beach shirt in stripe,$98.00 ,$66.50 ,4,15,womens,"Classic,Cotton,Collared,Relaxed,Stripes,Day Party,High Neck,Light,Neutral,Dark,Linen,Minimalist,Cotton Knit,Long Sleeve,Light,Light to Mid Weight,Mini,Multi Color,Shirtdress"
MOLOCO_ Nora breastfeeding one-piece,,,,,womens,
Ruched halter one-piece swimsuit,,,4,72,womens,
HATCH_ perfect V-neck T-shirt,,,,,womens,"Neutral,Light,Plunge,Spandex,Minimalist,Elastane,White,Mid Length,Relaxed,Casual,T-Shirt,Light to Mid Weight,Short Sleeve,Solid,Scoop Neck,Rayon"
HATCH_ The Body Long-Sleeve Crop Top,,,,,womens,
,,,,,,
HATCH_ The Long-Sleeve Tee,,,,,womens,
J.Crew 365 stretch T-shirt,,,4,283,womens,
Vintage cotton crewneck long-sleeve T-shirt,$39.50 ,$31.99 ,3,162,womens,"Neutral,Light,White,Relaxed,Cotton,Solid,Minimalist,Long Sleeve,Casual,Crew Neck,High Neck,T-Shirt,At Hip"
HANRO_ cotton sensation T-shirt bra,,,,,womens,
The Great Eros_ Lugano bandeau,,,,,womens,
Underwire spacer T-shirt bra,,,2,8,womens,
End-on-end cotton nightshirt in stripe,,,5,2,womens,
HANRO_ cotton deluxe long tank gown,$180.00 ,,,,womens,"Light,Neutral,Tea Length,Woven Blend,Light to Mid Weight,Solid,Low Cut,Voille,Pima Cotton,Woven,Cotton,Sleeveless,Scoop Neck,Classic,Relaxed,Maxi,Tank,Sleepwear,Minimalist,Patch Pocket,Cotton Knit,Over the Shoulder,White,Soft"
Limited-edition Flora Obscura X J.Crew silk slip dress in hand-dyed print,,,5,1,womens,
Petite Plume_ women's Delphine nightgown in Regent Tattersall,,,,,womens,"Feminine,Relaxed,Above the Knee,Mid Chest,Sleepwear,Ruffle,Multi Color,Grids,Cotton Knit,Light to Mid Weight,Long Sleeve,Keyhole,Shift,Cotton,Bishop Sleeve"
Petite Plume_ women's gauze Celeste nightdress,$118.00 ,,5,1,womens,"Neutral,Light,Gauze,Feminine,Sleepwear,Lounge,Over the Shoulder,Relaxed,Cotton Knit,Column,Light to Mid Weight,A-Line,Solid,Ruffle,White,Cloth,Cotton,Scoop Neck,Light"
Petite Plume_ women's gauze Provence nightdress in navy,$118.00 ,,,,womens,"Cotton,Navy,Maxi,Tea Length,Solid,Ruching,Relaxed,Mid Chest,Scoop Neck,Gauze,Sleepwear,Cotton Knit,Minimalist,Neutral,Dark,Soft,A-Line,Light to Mid Weight"
Petite Plume_ women's luxe Pima cotton Camille nightgown,$98.00 ,,3,1,womens,"Light,Neutral,Solid,Relaxed,Mid Chest,Sleeveless,Pima Cotton,Cotton,White,Midi,A-Line,Crochet,Soft,Square Neck,Over the Shoulder,Feminine,Sleepwear,Cotton Knit,Light to Mid Weight"
Petite Plume_ women's Pima cotton Garbo nightgown,,,,,womens,"Ruffle,Curved Hem,Light to Mid Weight,Solid,Boho Chic,Cotton,Fringe,Navy,Midi,Soft,A-Line,Bishop Sleeve,Long Sleeve,Tie Neck,Cotton Knit,Mid Chest,Pima Cotton,Relaxed,Sleepwear,Neutral,Dark"
Petite Plume_ women's luxe Pima cotton tiered nightgown,,,,,,
Puff-sleeve cotton-linen sleep dress,,,5,6,womens,
Smocked cotton poplin sleep dress in rosebud floral,,,4,6,womens,
Cotton poplin boxer short in stripe,,,,,womens,
Cotton poplin pajama pant in blue ribbon block print,,,4,3,womens,
Cotton poplin pajama pant in gingham,,,4,1,womens,
Cropped pajama pant in floral vine block print,,,4,10,womens,
Dreamy cotton pajama short,,,3,10,womens,
Dreamy pajama jogger pant in star dot,,,4,13,womens,
Dreamy pajama jogger pant,,,3,137,womens,
End-on-end cotton pajama pant,,,2,2,womens,
Flannel pajama pant in Good Tidings plaid,$69.50 ,$44.99 ,4,3,womens,"Red,Elastic Waist,Sleepwear,Classic,Cotton Knit,Regular,Flannel,Modal,Cotton,Rayon,Light to Mid Weight,Plaid,Mid Rise,Lyocell,Straight,Bright,Full"
Lightweight waffle base-layer jogger pant,,,4,8,womens,
Petite Plume_ women's drawstring short in gauze,$48.00 ,,,,womens,"Solid,Regular,Casual,Cotton,Full,White,Tapered,Light to Mid Weight,Neutral,Light"
Ribbed eco dreamiest pajama jogger pant,,,2,9,womens,
Softest jersey jogger with contrast trim,,,3,3,womens,
Striped waffle leggings,,,4,32,womens,
Supercozy jogger pant in star print,,,3,20,womens,
Waffle jogger pant,,,3,67,womens,
Cotton-linen tank ruffle pajama set,,,4,7,womens,
Cotton pajama set in lime gingham,,,4,7,womens,
Cotton poplin long-sleeve pajama set in winter garden floral,,,4,8,womens,
Cotton poplin pajama short set in stripe,,,5,2,womens,
Cotton poplin pajama tank set in floral,,,3,3,womens,
Cotton poplin short-sleeve cropped pajama set in bandana paisley,,,5,1,womens,
Cotton poplin short-sleeve pajama set in bouquet block print,,,4,4,womens,
Cotton poplin short-sleeve pajama set in candy stripe,,,4,9,womens,
Cotton poplin short-sleeve pajama set in scattered blooms,,,4,6,womens,
Cotton voile embroidered pajama tank set in watercolor print,,,3,2,womens,
Drapey ribbed short pajama set with ruffles,,,5,3,womens,
Dreamy long-sleeve cotton pajama set,,,4,108,womens,
Dreamy long-sleeve pajama set in stripe,,,4,7,womens,
Dreamy pajama short set in blueberry floral,,,4,2,womens,
Dreamy short-sleeve pajama short set in stripe,,,4,4,womens,
Easy-luxe eco long-sleeve pajama set,,,3,14,womens,
Easy-luxe eco tank pajama set,,,4,4,womens,
Eco dreamiest henley pajama set in starry sky print,,,4,9,womens,
Eco dreamiest long-sleeve pajama set in calico print,,,5,1,womens,
Eco dreamiest long-sleeve pajama set,,,3,87,womens,
Eco dreamiest short-sleeve pajama set in meadow floral,,,3,3,womens,
Eco dreamiest short-sleeve pajama set,$89.50 ,$62.50-$69.50,4,7,womens,"Button Down,Collared,Classic,Sleepwear,Relaxed,Straight Silhouette-Top,Above Hip,Short Sleeve,Piping,High Neck"
Flannel long-sleeve pajama set in paisley bunch,,,2,4,womens,
Flannel pajama short set in Good Tidings plaid,,,4,8,womens,
Henley pajama set in softest jersey,,,5,2,womens,
Limited-edition pima cotton pajama tank set in sweet spots,,,,,womens,
Long-sleeve cotton poplin pajama set in cocktail stripe,$128.00 ,$99.50 ,5,1,womens,"Notched Collar,Light to Mid Weight,Cotton,Casual Chic,Cotton Knit,Poplin,Long Sleeve,Stripes,Button Down,High Waisted,Sleepwear,Button Front,Colorblock,Full,Straight,Elastic Waist,Drawstring,Regular,Multi Color,Low Cut"
Long-sleeve cotton poplin pajama set in f_te floral,,,5,5,womens,
Long-sleeve cotton poplin pajama set in poppy fields,,,5,1,womens,
Long-sleeve cotton poplin pajama set in red stripe,,,4,6,womens,
Long-sleeve cotton poplin pajama set in strawberry floral,,,4,9,womens,
Long-sleeve cotton poplin sleep set in polka dot,,,5,1,womens,
Long-sleeve flannel pajama short set in cocktail plaid,$98.00 ,$77.99 ,4,7,womens,"Loose,Relaxed,Mid Rise,High Neck,Sleepwear,Button Front,Plaid,Button Down,Above Thigh,Long Sleeve,Piping,Drawstring,Multi Color,Straight Silhouette,Collared,Colorblock,Casual Chic,At Hip,Dropped Shoulder"
Pajama tank set in meadow floral,,,5,1,womens,
Petite Plume_ women's Fleur d'Azur pajama set,$94.00 ,,,,womens,"Piping,Button Front,Light to Mid Weight,Button Down,Relaxed,Set,Mid Chest,Sleepwear,Long Sleeve,Curved Hem,At Hip,Notched Collar,White,Cotton,Classic,Light,Neutral"
,,,,,,
Ribbed long-sleeved pajama set in stripe,,,2,6,womens,
Short-sleeve crinkle cotton pajama set in ombr_ plaid,,,2,5,womens,
Short-sleeve pajama set in rainbow stripe,,,4,6,womens,
Short-sleeve pajama set with stars,,,3,1,womens,
Soft gauze long-sleeve pajama set,,,5,3,womens,
Softest jersey scoopneck pajama set in tiny tulips,,,1,2,womens,
Softest jersey scoopneck pajama set,,,3,7,womens,
"Vintage pajama set in ""Joy""",,,5,4,womens,
Vintage pajama set in Stewart tartan,,,3,61,womens,
Vintage pajama set,,,4,198,womens,
Eco dreamiest henley,$59.50 ,$47.99 ,3,18,womens,"Below Hip,Casual,High Neck,Solid,Dark,Neutral,Scoop Neck,Henley,Long Sleeve,Elastane,Navy,Minimalist,Relaxed"
